字,音,康熙笔画,字典笔画,笔画差,五行,音调,字意,候选
岗,gǎng ,11,7,4,土,3,,
梗,gěng,11,11,0,木,3,刑偶欠子，克父命，温和伶俐，中年劳，晚年吉祥，短寿之字。,1
苟,gǒu ,11,8,3,木,3,,
够,gòu ,11,11,0,水,2,,
蛊,gǔ ,11,11,0,木,3,,
规,guī,11,8,3,木,1,理智充足，性刚口快，一生清闲，中年劳，晚年吉祥。,1
硅,guī ,11,11,0,土,1,,
国,guó,11,8,3,木,4,多才巧智，清雅伶俐，忌车怕水，教育界大吉，成功隆昌，官旺之字。,1
海,hǎi ,11,10,1,水,3,忧心劳神，多才清雅，中年吉祥，晚年劳神。,1
酣,hān ,11,12,-1,水,1,,
捍,hàn ,11,10,1,木,4,,
悍,hàn ,11,10,1,木,4,性刚果断，通奸害夫，被杀杀人，恶死凶亡。,1
焊,hàn ,11,11,0,火,4,,
毫,háo,11,11,0,水,2,多才巧智，义利分明，清雅伶俐，中年劳，晚年吉祥。,1
浩,hào,11,10,1,水,4,学问丰富，清雅荣贵，福禄双收，官运旺，成功隆昌。,2
盒,hé ,11,11,0,水,2,,
痕,hén ,11,11,0,水,2,,
胡,hú,11,9,2,土,2,多才巧智，清雅伶俐，中年虽劳，成功隆昌，晚年子孙兴旺。,1
唬,hǔ ,11,11,0,水,3,,
患,huàn ,11,11,0,水,4,,
凰,huáng,11,11,0,水,2,天生聪明，清雅荣贵，中年成功隆昌，官运旺，荣贵之字。,2
悔,huǐ ,11,10,1,水,3,,
晦,huì,11,11,0,水,4,英俊之才，勤俭多才，家声克振，中年成功隆昌，荣贵之字。,1
婚,hūn,11,11,0,水,1,刑偶伤子，一生清雅伶俐，晚婚吉，中年劳，晚年吉祥。,1
货,huò,11,8,3,水,2,忧心劳神，事劳无功，一生中年劳，晚年吉祥。,1
基,jī,11,11,0,土,1,口快性刚，配合吉成功隆昌，配合凶杀人被杀，有牢狱之灾。,1
祭,jì ,11,11,0,金,4,刑偶伤子，有爱情厄，中年离乱，晚年安详。,1
寄,jì,11,11,0,木,4,为人快乐，内心多忧，身弱多灾，中年劳，晚年吉祥。,1
寂,jì,11,11,0,金,4,温和贤淑，勤俭伶俐，名利双收，出外吉祥，荣贵之字。,2
假,jiǎ ,11,11,0,木,3,,
坚,jiān,11,7,4,木,1,清雅荣贵，智勇双全，中年成功隆昌，出国之格，官旺之字。,2
剪,jiǎn ,11,11,0,金,3,,
健,jiàn,11,10,1,木,4,智勇双全，操守廉正，中年成功隆昌，清雅荣贵，出外大吉，官旺。,2
将,jiāng,11,9,2,火,1,病弱短寿，多忧少乐，环境良好，忌车怕水，荣贵隆昌。,1
_,chōu,11,,,金,1,多才伶俐，能干理智，中年有灾，怀才不遇，晚年吉祥。,1
教,jiào,11,11,0,木,4,吉凶分明，吉则成功隆昌，环境良好，凶则一生多病，孑然一生。,1
秸,jiē ,11,11,0,木,1,,
近,jìn ,11,7,4,木,4,奔波劳苦，多才巧智，潦倒一生，晚年享福。,1
浸,jìn,11,10,1,水,4,忧愁困苦，一生贫贱，病弱短寿，多灾难，晚年享福。,1
竟,jìng,11,11,0,木,4,工程界大吉，英敏多才，出外吉祥，晚年隆昌。,2
救,jiù,11,11,0,木,4,出外吉祥，晚婚迟见子吉，中年隆昌，晚年吉祥。,2
捐,juān ,11,10,1,木,1,,
眷,juàn,11,11,0,木,4,多乐少忧，身弱多病，忌车怕水，中年多劳，晚年享福。,1
诀,jué ,11,6,5,火,2,,
浚,xùn,11,10,1,水,4,英敏多才，清雅荣贵，中年成功隆昌，出国富贵。,2
勘,kān,11,11,0,金,1,欠子或多子，刑偶之字，中年吉庆，环境良好，晚年身闲。,1
康,kāng,11,11,0,木,1,一生清雅伶俐，多有才能，中年身弱，晚年吉祥。,1
苛,kē ,11,8,3,木,1,,
啃,kěn ,11,11,0,木,3,,
寇,kòu ,11,11,0,木,2,一生多灾，性刚果断，中年奔波，晚年吉祥。,1
苦,kǔ,11,8,3,木,3,命途多舛，一生贫困，难得幸福，病弱短寿，恶死凶亡。,1
眶,kuàng ,11,11,0,木,4,,
盔,kuī ,11,11,0,木,1,,
捆,kǔn ,11,10,1,木,3,,
婪,lán ,11,11,0,木,2,,
狼,láng ,11,10,1,火,2,,
浪,làng,11,10,1,水,4,性刚果断，奔波劳苦，晚婚吉祥，中年多劳，晚年吉祥。,1
勒,lè ,11,11,0,火,4,,
梨,lí,11,11,0,火,2,刑偶伤子，清雅多才，中年有灾，晚年吉昌，环境良好。,1
犁,lí ,11,11,0,火,2,忧心劳神，忌车怕水，中年劳苦，晚年吉祥。,1
狸,lí ,11,10,1,火,2,,
粒,lì,11,11,0,火,4,忧心劳神，身弱短寿，离乱不幸，再嫁守寡之字。,1
梁,liáng,11,11,0,火,2,一生清雅，多才口快性刚，中年奔波，劳苦，晚年吉祥。,1
聊,liáo,11,11,0,火,2,一生清雅平凡，保守之格，中年劳，晚年吉祥。,1
羚,líng,11,11,0,火,2,清荣伶俐，学识丰富，中年成功隆昌，官运旺，出国之字。,2
流,liú,11,10,1,水,2,晚婚迟见子或欠子，贵人明现，中年奔波，晚年荣幸。,1
娄,lóu ,11,9,2,火,4,,
卤,lǔ ,11,7,4,,3,,
鹿,lù,11,11,0,火,4,秀气多才，清雅荣贵，重情失败，中年劳，晚年吉祥。,1
率,lǜ ,11,11,0,金,4,身弱短寿，一贫如洗，中年多灾，晚年吉祥。,1
略,lüè,11,11,0,火,4,义利分明，天生聪明，福禄双收，成功隆昌，环境良好。,2
麻,má,11,11,0,水,2,清雅多才，一生福禄双收，中年劳苦，晚年吉祥，环境良好。,1
麦,mài,11,7,4,水,4,忧心劳神，损丁破财，有爱情烦恼，晚年享福。,1
脉,mài ,11,9,2,水,4,,
曼,màn,11,11,0,水,4,理智充足，清雅荣贵，出国之格，中年成功隆昌。,2
茅,máo ,11,8,3,木,2,,
茂,mào,11,8,3,木,4,刑偶伤子，双妻之格，清雅多才，中年劳，晚年隆昌，忌车怕水。,1
梅,méi,11,11,0,木,2,小心爱情厄，吉凶分明，出国成功隆昌，自杀不幸，一生多灾。,1
眯,mī ,11,11,0,水,1,,
觅,mì ,11,8,3,水,4,,
密,mì ,11,11,0,水,4,刑偶伤子，口快心直，中年潦倒，晚年吉祥。,1
_,bá ,11,,,,2,,
冕,miǎn ,11,11,0,水,3,,
苗,miáo,11,8,3,水,2,秀气巧妙，清雅贤淑，中年吉祥，晚年隆昌。,2
敏,mǐn,11,11,0,水,3,有爱情厄，多才温和，清雅荣贵，出国之格，劳神之字。,1
那,nà,11,6,5,火,4,清雅伶俐，秀气巧妙，中年成功隆昌，晚年劳神。,1
鸟,niǎo ,11,5,6,土,3,,
捏,niē ,11,10,1,金,1,,
涅,niè ,11,10,1,水,4,,
您,nín ,11,11,0,火,2,,
偶,ǒu,11,11,0,木,3,忧心劳神，怀才不遇，命途多舛，中年多灾，晚年吉祥。,1
啪,pā ,11,11,0,土,1,,
徘,pái,11,11,0,水,2,一生清雅平凡，保守之格，中年潦倒，晚年吉祥。,2
胖,pàng,11,9,2,水,4,刑偶伤子，忧心劳神，中年潦倒，晚年吉祥。,1
袍,páo,11,10,1,水,2,出外逢贵得财，中年多灾，身弱短寿，晚年吉祥。,1
胚,pēi ,11,9,2,水,1,,
培,péi,11,11,0,土,2,勤俭建业，家声克振，中年吉祥，出国之字，名利双收。,1
烹,pēng ,11,11,0,水,1,,
啤,pí ,11,11,0,水,2,,
偏,piān,11,11,0,水,1,口快性刚，清雅多才，中年多灾，晚年劳神。,1
票,piào,11,11,0,水,4,有爱情厄，一生清雅伶俐，中年多灾，晚年吉祥。,1
贫,pín ,11,8,3,水,2,,
婆,pó,11,11,0,水,4,一贫如洗，忧心劳神，中年多灾，潦倒一生，晚年享福。,1
粕,pò,11,11,0,水,2,秀气端庄，温和贤淑，夫妻相和，一门鼎盛，成功隆昌。,1
浦,pǔ,11,10,1,水,3,勤俭建业，家声克振，中年有灾，出国吉祥，成功隆昌。,1
戚,qī,11,11,0,火,1,一生清雅多才，清闲享福，中年多劳，晚年吉祥。,1
畦,qí ,11,11,0,土,2,,
崎,qí,11,11,0,土,2,忧心劳神，有意外之灾，多才伶俐，福禄有份，晚年吉祥。,1
启,qǐ,11,7,4,木,3,清雅荣贵，刑偶欠子，中年吉祥，出国之格，身弱短寿。,1
牵,qiān,11,9,2,土,1,刑偶伤子，忌车怕水，中年多灾，一生难幸福，短寿之字。,1
_,bì ,11,,,木,4,,
乾,qián,11,11,0,木,2,清雅荣贵，长寿多才，克己助人，中年吉祥，晚年隆昌，女人刑偶伤子，晚婚大吉。,1
悄,qiāo ,11,10,1,木,1,,
茄,qié ,11,8,3,木,2,,
氢,qīng ,11,9,2,金,1,,
卿,qīng,11,10,1,木,1,有爱情厄，忧心劳神，刑偶伤子，性刚，晚年吉祥，不祥之字。,1
顷,qǐng ,11,8,3,木,3,二子吉祥，中年劳，晚年隆昌吉祥。,1
区,qū ,11,4,7,木,1,忧心劳神，身弱多病，中年多灾，晚年吉祥。,1
蛆,qū ,11,11,0,木,1,,
渠,qú ,11,11,0,水,2,,
娶,qǔ ,11,11,0,木,3,,
圈,quān ,11,11,0,木,1,清雅荣贵，重信用，中年吉祥，环境良好。,1
痊,quán ,11,11,0,木,2,,
雀,què,11,11,0,金,4,身瘦秀气，克父命，小心爱情厄，中年吉祥，晚年劳神，短寿之字。,1
软,ruǎn,11,8,3,火,3,一生清雅秀气，保守平凡，中年劳，苦中得甘，晚年吉祥。,1
若,ruò,11,8,3,木,2,福禄双收，孤独格，刑偶伤子，中年潦倒，晚年吉祥。,1
涩,sè ,11,10,1,水,4,,
啥,shá ,11,11,0,金,2,,
苫,shān ,11,8,3,木,1,,
商,shāng,11,11,0,金,1,福禄有进，名利有份，中年劳神，晚年吉祥，幸福之字。,1
梢,shāo,11,11,0,木,1,刑偶伤子，一生清雅多才，中年多劳，晚年吉祥，欠子之字。,1
捎,shāo ,11,10,1,金,1,,
绍,shào,11,8,3,金,4,义利分明，智勇双全，带刀厄，刑偶欠子，官旺，晚年隆昌。,1
奢,shē ,11,11,0,金,1,,
蛇,shé ,11,11,0,金,2,,
赦,shè ,11,11,0,金,4,奔波劳苦，性刚口快，中年多劳，晚年吉祥。,1
涉,shè ,11,10,1,水,4,,
设,shè,11,6,5,金,4,一生清雅多才，刑偶伤子，出外吉祥，有爱情厄，自杀短寿。,1
绅,shēn,11,8,3,金,1,有爱情厄，清雅多才，温和慈祥，晚年隆昌。,1
售,shòu ,11,11,0,金,2,,
梳,shū ,11,11,0,木,1,,
孰,shú ,11,11,0,金,2,,
术,shù ,11,5,6,木,4,,
庶,shù,11,11,0,金,4,勤俭建业，家声克振，官运旺，中年平凡，晚年吉祥，清雅荣贵。,1
爽,shuǎng,11,11,0,金,3,性格复杂，有能无运，中年吉祥，晚年劳神。,1
讼,sòng,11,6,5,金,2,口才伶俐，天生聪明，一生清雅伶俐，成功隆昌，环境良好。,2
宿,xiǔ,11,11,0,金,3,忧心劳神，事劳无功，中年吉祥，晚年劳神，守寡之字。,1
梭,suō ,11,11,0,木,1,,
胎,tāi,11,9,2,火,1,清雅伶俐，多才贤能，中年吉祥，成功隆昌，欠子之字。,1
苔,tái ,11,8,3,木,2,,
酞,tài ,11,11,0,火,4,,
贪,tān ,11,8,3,火,1,,
袒,tǎn ,11,10,1,火,3,,
堂,táng,11,11,0,土,2,刑偶伤子，多才有能，中年成功隆昌，晚年损丁破财，劳神之字。,1
梯,tī,11,11,0,木,1,一生清雅伶俐，理智充足，英雄豪杰，中年成功隆昌。,2
剔,tī ,11,10,1,火,1,,
涕,tì,11,10,1,水,4,秀气多才，温和贤能，中年吉祥，一生安享幸运。,1
眺,tiào,11,11,0,土,4,常有祸端，身弱短寿，中年多灾，晚年享福。,1
烃,tīng ,11,9,2,火,1,,
廷,tíng ,11,6,5,火,2,,
停,tíng,11,11,0,火,2,有爱情烦恼，病弱短寿，刑偶伤子，中年多灾，晚年吉祥。,1
桶,tǒng,11,11,0,木,3,离祖成功，清雅多才，忌车怕水，中年劳，晚年隆昌。,1
捅,tǒng ,11,10,1,,3,,
偷,tōu ,11,11,0,金,1,,
涂,tú,11,10,1,水,2,英俊才人，清雅荣贵，一门鼎盛，中年吉祥，安详之字。,1
屠,tú ,11,11,0,火,2,,
唾,tuò ,11,12,-1,火,2,,
袜,wà ,11,10,1,火,4,忧心劳神，刑偶伤子，中年多劳，晚年吉祥。,1
烷,wán,11,11,0,火,2,多才巧智，温和贤能，中年吉祥，成功隆昌，晚年劳神。,1
挽,wǎn ,11,10,1,火,3,,
晚,wǎn,11,11,0,水,3,刑偶欠子，中年劳苦，有离乱之祸，晚年隆昌。,1
婉,wǎn,11,11,0,土,3,清雅秀气，有才能理智，中年成功隆昌，出国之格。,2
_,bǐng ,11,,,火,3,,
望,wàng,11,11,0,水,4,清雅荣贵，多才伶俐，官旺格，中年劳，晚年吉祥。,1
唯,wéi ,11,11,0,土,2,衣食丰足，清雅贤能，福禄双收，成功隆昌。,2
伟,wěi,11,6,5,土,3,多才巧智，清雅伶俐，小心爱情厄，中年成功隆昌，晚年吉祥。,1
尉,wèi,11,11,0,土,4,多才巧智，天生伶俐，中年吉祥，晚年隆昌，荣幸之字。,2
问,wèn,11,6,5,金,4,福禄双收，多才伶俐，命硬，有破相之灾，忌车怕水，晚年吉祥。,1
梧,wú,11,11,0,木,2,清雅多才，义利分明，中年吉祥，晚年隆昌，环境良好。,2
捂,wǔ ,11,10,1,土,3,,
晤,wù,11,11,0,木,4,清雅伶俐，多才有能，中年吉祥，环境良好，名利双收。,2
悟,wù,11,10,1,木,4,性刚口快，豪爽伶俐，福禄双收，名利有份，成功隆昌。,2
硒,xī ,11,11,0,土,1,,
悉,xī,11,11,0,金,1,忧心劳神，肯做肯劳，无运多灾，有爱情厄，再嫁守寡之字。,1
烯,xī ,11,11,0,火,1,,
习,xí,11,3,8,水,2,天生聪明，勤俭建业，成功隆昌，女人不幸多灾，短寿之字。,1
细,xì,11,8,3,金,4,智勇双全，清雅伶俐，中年成功隆昌，环境良好，有爱情厄。,1
狭,xiá ,11,9,2,木,2,,
舷,xián ,11,11,0,金,2,,
涎,xián,11,9,2,水,2,精明公正，克己助人，中年成功隆昌，官运旺，享福之字。,1
厢,xiāng ,11,11,0,木,1,,
祥,xiáng,11,10,1,金,2,英敏伶俐，天生聪明，刑偶欠子，暗淡不幸，晚年吉祥。,1
消,xiāo,11,10,1,水,1,暗淡无光，忧心劳神，刑偶伤子，中年劳，晚年吉祥。,1
挟,jiā ,11,9,2,,1,,
邪,xié ,11,6,5,水,2,,
斜,xié ,11,11,0,金,2,出外吉祥，贵人明现，中年多劳，晚年吉祥。,1
械,xiè,11,11,0,木,4,口快性刚，忌车怕水，病弱短寿，刑克父母，晚年吉祥。,1
衅,xìn ,11,11,0,金,4,,
邢,xíng ,11,6,5,金,2,,
羞,xiū ,11,10,1,金,1,忧心劳神，身弱多病，中年多灾，晚年享福。,1
袖,xiù,11,10,1,金,4,出外大吉，勤俭持家，清雅伶俐，中年平，晚年吉祥。,2
虚,xū ,11,11,0,水,1,多愁少乐，事劳无功，一生多灾，难得幸福。,1
许,xǔ ,11,6,5,木,3,一生清雅平凡，多才伶俐，中年劳，晚年吉祥。,1
酗,xù ,11,11,0,金,4,,
旋,xuán,11,11,0,金,2,才智出众，福禄双收，出外吉祥，刑偶之字，晚年隆昌。,1
雪,xuě ,11,11,0,水,3,薄幸之字，再嫁守寡，中年多灾，晚年吉祥。,1
哑,yǎ ,11,9,2,土,3,,
讶,yà ,11,6,5,土,4,,
焉,yān ,11,11,0,土,1,,
研,yán ,11,9,2,木,2,刑克父母，刑偶伤子，中年多劳，晚年吉祥。,1
延,yán,11,7,4,土,2,英雄豪杰，奔波后成功，多才多能，有官格，中年隆昌之字。,1
眼,yǎn ,11,11,0,木,3,忧心劳神，事劳无功，潦倒一生，晚年吉祥。,1
痒,yǎng ,11,11,0,土,3,,
野,yě,11,11,0,土,3,一生清雅温和，中年吉祥，晚年隆昌，劳神之字。,1
异,yì,11,6,5,土,4,智勇双全，二子吉祥，克己助人，内心多忧，晚年吉祥。,1
翌,yì ,11,11,0,土,4,,
寅,yín,11,11,0,土,2,一生清雅多才，保守之格，官旺，中年吉祥，晚年劳神。,1
英,yīng,11,8,3,木,1,天生聪明，气度恢弘，中年成功隆昌，小心爱情厄，出国之格。,1
迎,yíng ,11,7,4,土,2,,
庸,yōng,11,11,0,土,1,义利分明，温和贤能，事业吉昌，环境良好，欠子之字。,1
涌,yǒng ,11,10,1,水,3,,
恿,yǒng ,11,11,0,土,3,,
悠,yōu,11,11,0,土,1,清雅伶俐，多才巧智，中年劳，但吉祥，晚年隆昌，劳神之字。,1
鱼,yú,11,8,3,水,2,一生清雅多才，温和贤能，福禄双收，中年劳，晚年吉祥。,1
域,yù,11,11,0,土,4,怀才不遇，病弱短寿，中年多灾，晚年吉祥，劳苦之字。,1
欲,yù,11,11,0,土,4,刑偶伤子，奔波劳苦，晚婚大吉，中年劳，晚年吉祥。,1
浴,yù,11,10,1,水,4,福禄双收，义利分明，中年吉祥，双妻之格，晚年劳神。,1
苑,yuàn,11,8,3,木,4,秀气英敏，义利分明，贵人明现，中年成功隆昌，享福之字。,2
悦,yuè,11,10,1,金,4,清雅伶俐，多才巧智，出外吉祥，刑偶伤子，成功隆昌。,1
_,xī ,11,,,金,1,,
责,zé,11,8,3,金,2,智勇双全，一生清雅荣贵，二子吉祥，成功隆昌，环境良好。,2
扎,zhā,11,4,7,金,1,有爱情厄，温和贤能，中年劳或潦倒，晚年吉祥。,1
粘,zhān ,11,11,0,金,1,,
斩,zhǎn ,11,8,3,火,3,,
章,zhāng,11,11,0,火,1,出外贵人明现，晚婚大吉，双妻之格，中年劳，晚年吉祥荣贵。,1
张,zhāng,11,7,4,火,1,性刚口快，克父命，中年潦倒或奔波，晚年吉祥。,1
帐,zhàng,11,7,4,火,4,过房之格，一生清雅多才，中年劳，晚年吉祥。,1
浙,zhè ,11,10,1,水,4,忧心劳神，事劳无功，中年有灾，晚年隆昌。,1
侦,zhēn,11,8,3,火,1,福禄双收，名利永在，二子吉祥，清雅荣贵，中年成功隆昌。,2
振,zhèn,11,10,1,火,4,清雅多才，温和贤淑，双妻之格，中年成功隆昌，二子吉祥。,2
执,zhí,11,6,5,火,2,性刚果断，身弱短寿，出外吉祥，忌车怕水，晚福之字。,1
趾,zhǐ,11,11,0,金,3,秀气多才，贤能伶俐，中年有灾，晚年幸福吉祥。,1
痔,zhì ,11,11,0,火,4,,
窒,zhì ,11,11,0,火,4,,
终,zhōng,11,8,3,金,1,暗淡无光，不祥之字，难成功，多灾难，不幸之字。,1
昼,zhòu ,11,9,2,金,2,,
珠,zhū ,11,10,1,金,1,有爱情烦恼，病弱短寿，多灾难，晚年吉祥。,1
蛀,zhù ,11,11,0,金,4,,
专,zhuān,11,4,7,金,1,清雅秀气，事劳无功，刑偶多灾，中年劳，晚年吉祥。,1
捉,zhuō ,11,10,1,火,1,,
茁,zhuó ,11,8,3,木,4,,
啄,zhuó ,11,11,0,火,4,,
着,zhe ,11,11,0,金,,,
紫,zǐ,11,12,-1,金,3,有爱情厄，秀气伶俐，中年吉祥，晚年劳神，多病或短寿。,1
族,zú ,11,11,0,金,2,,
组,zǔ ,11,8,3,金,3,福禄双收，清雅荣贵，中年劳，晚年吉祥。,1
做,zuò ,11,11,0,金,2,,
馗,kuí,11,11,0,金,2,多才贤能，精明公正，中年平凡，晚年隆昌，荣华之字。,2
啬,sè ,11,11,0,木,4,,
厣,yǎn ,11,11,0,木,3,,
匦,guǐ ,11,8,3,,3,,
匾,biǎn,11,11,0,水,3,多才巧智，一生清雅贤能，中年隆昌，环境良好，荣幸之字。,2
_,bā ,11,,,水,1,,
倏,shū,11,10,1,木,1,天生聪明，多才多能，中年勤俭建业，成功隆昌，出国之字。,2
偃,yǎn,11,11,0,土,3,刑偶伤子，晚婚迟得子大吉，中年劳，晚年吉祥。,1
偕,xié,11,11,0,木,2,出外吉祥，晚婚迟见子吉，中年劳，晚年吉祥享福。,1
偈,jì ,11,11,0,木,4,,
偎,wēi ,11,11,0,水,1,,
偬,zǒng ,11,11,0,火,3,,
匐,fú ,11,11,0,水,2,,
袤,mào ,11,11,0,水,4,,
讷,nè ,11,6,5,火,4,,
阡,qiān,11,5,6,金,1,环境良好，一生清雅，中年成功隆昌，荣贵之字。,2
_,chěn ,11,,,金,3,,
勖,xù ,11,11,0,土,4,,
埴,zhí ,11,11,0,土,2,,
埯,ǎn ,11,11,0,土,3,,
埸,yì ,11,11,0,土,4,,
埤,pí ,11,11,0,土,2,,
埝,niàn ,11,11,0,土,4,,
堋,péng ,11,11,0,土,2,,
埽,sào ,11,11,0,土,4,,
堀,kū ,11,11,0,土,1,忧心劳神，事劳无功，中年多灾，晚年吉祥。,1
芾,fèi ,11,7,4,木,4,,
苣,jù ,11,7,4,木,4,,
